address,district,area,bedrooms,garage,rent,total,zone,type_Apartamento,type_Casa,type_Casa em condomínio,type_Studio e kitnet
Rua Santa Romana,Outros,75,3,1,2000,2085,Outro,False,True,False,False
Rua Coelho Barradas,Outros,32,1,0,2440,2809,Outro,True,False,False,False
Praca Carlos Gomes,Centro,33,1,0,1230,1710,Outro,False,False,False,True
Rua Ernesto Eugenio Piedade,Vila Medeiros,75,2,1,2760,2972,Norte,False,True,False,False
Rua Torquato Neto,Bras,50,2,1,1700,2343,Outro,True,False,False,False
Rua Caruso,Vila Alpina,124,2,1,2426,2666,Outro,False,True,False,False
Rua Vichy,Outros,85,2,0,1800,2243,Outro,True,False,False,False
Rua Arnaldo Pedroso D'horta,Outros,80,3,1,1000,1042,Outro,False,True,False,False
Rua Tabatinguera,Se,30,1,0,950,1313,Outro,True,False,False,False
Rua Antonio de Godoi,Santa Ifigenia,47,2,0,3000,3546,Outro,False,False,False,True
Rua Itamonte,Vila Medeiros,60,1,0,950,1199,Norte,False,True,False,False
Rua Gilka,Outros,60,2,0,1300,1355,Outro,False,True,False,False
Avenida Sete de Setembro,Outros,60,1,0,1100,1197,Outro,False,True,False,False
Avenida Duque de Caxias,Campos Eliseos,53,2,0,1680,2007,Outro,True,False,False,False
Avenida Duque de Caxias,Campos Eliseos,35,1,0,1000,1452,Outro,True,False,False,False
Rua Japura,Bela Vista,72,2,1,2229,2845,Centro,True,False,False,False
Rua Daniel Vieira,Outros,40,1,0,840,995,Outro,False,False,True,False
Rua Tabatinguera,Se,23,1,0,1500,2100,Outro,False,False,False,True
Rua Intendencia,Bras,45,2,0,1628,1988,Outro,True,False,False,False
Rua Gomes Nogueira,Ipiranga,80,2,1,2400,2440,Sul,False,True,False,False
Avenida Rangel Pestana,Bras,40,1,0,1395,1864,Outro,False,False,False,True
Avenida Doutor Gentil de Moura,Ipiranga,52,2,2,2900,3692,Sul,True,False,False,False
Rua Alberto Gomes Leite,Outros,70,1,0,1120,1168,Outro,False,True,False,False
Travessa Jeronimo Bobadilha,Outros,80,3,1,2000,2235,Outro,False,True,False,False
Rua Santa Donata,Casa Verde Alta,70,2,0,1700,1773,Outro,False,True,False,False
Rua Alberto Gomes Leite,Outros,50,1,0,1050,1095,Outro,False,True,False,False
Rua Bernardino Vergueiro,Outros,40,2,0,1105,1347,Outro,True,False,False,False
Rua Conego Jose Norberto,Outros,60,2,2,2700,3957,Outro,True,False,False,False
Rua Dom Pedro Henrique de Orleans E Braganca,Outros,74,2,0,1300,1517,Outro,False,True,False,False
Avenida Divino Salvador,Planalto Paulista,83,2,1,3700,4197,Outro,False,True,False,False
Avenida Senador Queiros,Centro Historico de Sao Paulo,22,1,0,1600,2321,Outro,False,False,False,True
Rua Jose Justino Pereira,Outros,50,1,0,935,975,Outro,False,False,True,False
Rua Padre Mariano Ronchi,Outros,60,2,1,1200,1251,Outro,False,True,False,False
Rua Sao Sebastiao,Vila da Saude,34,1,0,1500,2114,Outro,True,False,False,False
Rua Embuacu,Vila Mariana,40,1,0,1700,1950,Sul,False,False,False,True
Rua Voluntarios da Patria,Santana,123,4,1,3800,5167,Norte,True,False,False,False
Rua Caraputinga,Outros,50,2,1,1500,1960,Outro,True,False,False,False
Rua dos Aliados,Outros,50,2,1,2350,2850,Outro,True,False,False,False
Rua Eudora,Jabaquara,44,2,1,1500,1571,Sul,False,True,False,False
Avenida Engenheiro George Corbisier,Jabaquara,52,1,0,1160,1310,Sul,False,True,False,False
Rua Arroio Grande,Outros,66,2,1,3500,4610,Outro,True,False,False,False
Rua Artur,Outros,68,2,1,2920,3417,Outro,False,True,False,False
Rua Joao Gomes Batista,Outros,26,1,0,1080,1521,Outro,True,False,False,False
Rua Bela Cintra,Consolacao,85,1,1,3500,4798,Outro,True,False,False,False
Rua Jose de Figueiredo Seixas,Imirim,48,2,1,1660,2274,Outro,True,False,False,False
Rua Jaracatia,Outros,56,2,1,1700,2276,Outro,True,False,False,False
Avenida Professor Jose Maria Alkmin,Outros,75,2,0,1500,1783,Outro,False,True,False,False
Rua Recanto Feliz,Outros,75,2,1,1650,1763,Outro,False,True,False,False
Rua Professor Guilherme Belfort Sabino,Outros,181,3,2,4000,4177,Outro,False,True,False,False
Rua Camajo,Outros,40,1,0,722,814,Outro,False,True,False,False
Rua Ingaibos,Vila Formosa,51,2,1,2000,2557,Leste,True,False,False,False
Rua Padre Raimundo da Silva,Outros,50,1,0,950,990,Outro,False,True,False,False
Rua Fragaria Rosea,Outros,50,1,0,1130,1178,Outro,False,True,False,False
Rua Sao Severiano,Outros,27,1,0,1260,1439,Outro,False,False,False,True
Rua Gregorio de Morais Rego,Outros,60,1,0,1600,1734,Outro,False,True,False,False
Rua Gloria,Liberdade,30,1,0,1300,1390,Centro,False,False,False,True
Avenida Antonio Manograsso,Vila Formosa,60,1,0,1125,1193,Leste,False,True,False,False
Rua Carlos Magalhaes,Outros,45,2,1,1500,2086,Outro,True,False,False,False
Avenida Alvaro Machado Pedrosa,Parada Inglesa,65,2,1,2400,3370,Outro,True,False,False,False
Rua Anga,Vila Formosa,60,1,0,1380,1576,Leste,False,True,False,False
Rua Gil de Oliveira,Outros,36,1,0,1278,1628,Outro,False,False,False,True
Avenida Alexandre Grandisoli,Outros,70,3,2,3100,3220,Outro,False,True,False,False
Rua Nossa Senhora do Bom Conselho,Outros,52,2,1,1750,2588,Outro,True,False,False,False
Rua Potomaque,Outros,50,1,1,1100,1147,Outro,False,True,False,False
Rua Jose Gomes Otero,Outros,44,2,0,1240,1722,Outro,True,False,False,False
Rua Major Dantas Cortez,Vila Gustavo,80,3,1,2000,2085,Outro,False,True,False,False
Rua Silveira Bueno,Outros,37,1,0,1450,1564,Outro,True,False,False,False
Rua Henri Dunant,Santo Amaro,55,1,1,4999,6378,Sul,True,False,False,False
Rua Manoel Martins da Rocha,Outros,45,2,0,920,1063,Outro,True,False,False,False
Rua Otavio Lima Mendes,Outros,82,2,1,1350,1507,Outro,False,True,False,False
Rua Dirceu Rocha Dias,Outros,43,2,1,1500,1962,Outro,True,False,False,False
Avenida Antartica,Agua Branca,50,2,0,1700,2411,Outro,True,False,False,False
Rua Barra Funda,Barra Funda,55,2,0,2700,3319,Oeste,True,False,False,False
Rua Doutor Augusto de Miranda,Vila Pompeia,60,2,1,3500,4525,Outro,True,False,False,False
Rua Carneiro da Cunha,Vila da Saude,70,3,1,2364,3519,Outro,True,False,False,False
Rua Caetanopolis,Jaguare,50,2,1,2900,3515,Outro,True,False,False,False
Rua dos Caciques,Vila da Saude,61,2,1,2300,3342,Outro,True,False,False,False
Rua Antonio Ribeiro de Morais,Outros,71,3,1,1600,2212,Outro,True,False,False,False
Viaduto Nove de Julho,Centro,20,1,0,1800,2365,Outro,False,False,False,True
Avenida Ultramarino,Lauzane Paulista,50,1,0,1000,1042,Outro,False,True,False,False
Rua Santo Amaro,Bela Vista,39,1,0,3100,3951,Centro,True,False,False,False
Rua Agamenon Magalhaes,Outros,39,1,0,1000,1100,Outro,False,True,False,False
Rua Natividade Saldanha,Outros,22,1,0,900,1126,Outro,True,False,False,False
Rua Diogo Pereira,Outros,61,2,2,1647,2634,Outro,True,False,False,False
Rua Venus,Vila Formosa,50,2,1,2400,3085,Leste,True,False,False,False
Praca Dom Jose Gaspar,Republica,32,1,0,1550,2105,Outro,True,False,False,False
Rua Juquis,Indianopolis,45,1,1,3620,4522,Outro,True,False,False,False
Rua Marinheiro,Tucuruvi,25,1,0,2210,2495,Norte,True,False,False,False
Rua Rafael de Proenca,Outros,62,1,0,920,969,Outro,False,True,False,False
Rua Paraguai,Taboao,60,2,0,1070,1165,Outro,False,True,False,False
Rua Baucis,Outros,55,1,0,900,938,Outro,False,True,False,False
Rua Conselheiro Lafaiette,Mooca,44,2,0,2750,3168,Leste,True,False,False,False
Rua Lourenco Prado,Outros,54,2,1,1588,2127,Outro,True,False,False,False
Rua Gargau,Outros,65,2,0,800,834,Outro,False,True,False,False
Rua C,Outros,64,2,0,1184,1766,Outro,True,False,False,False
Rua Costa Barros,Outros,50,2,1,1300,1800,Outro,True,False,False,False
Rua Cavour,Vila Prudente,40,2,0,1850,2121,Leste,True,False,False,False
Rua Anambes,Vila Formosa,35,1,1,1100,1167,Leste,False,False,False,True
Rua Russia,Taboao,45,1,1,1200,1411,Outro,True,False,False,False
Rua Taubate,Outros,80,2,0,1370,1464,Outro,False,True,False,False
Rua Valson Lopes,Outros,39,2,1,3200,3667,Outro,True,False,False,False
Avenida Doria,Outros,52,2,1,2750,3774,Outro,True,False,False,False
Rua Casper Libero,Outros,63,2,1,1313,1869,Outro,True,False,False,False
Rua Nagasaki,Taboao,76,2,3,5000,5320,Outro,False,True,False,False
Praca Quatorze Bis,Bela Vista,83,1,0,2000,2717,Centro,True,False,False,False
Rua Uico,Outros,56,1,0,1350,1407,Outro,False,True,False,False
Rua Doutor Jose Gustavo Nunes,Outros,45,1,0,1280,1335,Outro,False,True,False,False
Travessa Goncalo Lizardo,Outros,30,1,0,820,852,Outro,True,False,False,False
Avenida Doutor Bernardino Brito Fonseca de Carvalho,Outros,45,2,0,1350,1722,Outro,True,False,False,False
Rua Santa Leocadia,Vila Isolina Mazzei,78,3,2,2500,3400,Outro,True,False,False,False
Rua Praia do Cerejo,Vila Paulista,34,2,1,2200,2728,Outro,True,False,False,False
Rua Frei Montalverne,Vila Aricanduva,90,2,1,3500,3648,Outro,False,True,False,False
Rua Rubens de Souza Araujo,Outros,58,2,1,1500,2363,Outro,True,False,False,False
Rua Ida Maia de Carvalho,Outros,80,1,0,1100,1152,Outro,False,True,False,False
Rua Anambes,Vila Formosa,35,1,0,1000,1067,Leste,False,True,False,False
Rua Genebra,Bela Vista,40,1,0,1450,1976,Centro,False,False,False,True
Rua Cristiano Viana,Cerqueira Cesar,80,1,0,3306,3983,Outro,True,False,False,False
Rua Firmiano Cardoso,Outros,45,2,1,1650,1853,Outro,True,False,False,False
Rua Alexandre Levi,Cambuci,62,3,1,2490,3193,Centro,True,False,False,False
Rua Doutor Fontes de Resende,Outros,37,2,0,1550,1760,Outro,True,False,False,False
Rua Monsenhor Magaldi,Outros,150,3,2,4350,4707,Outro,False,True,False,False
Rua do Almirantado,Outros,125,2,2,3500,3648,Outro,False,True,False,False
Rua Gil Vicente,Outros,60,2,0,1070,1271,Outro,False,True,False,False
Rua Vichy,Outros,260,3,1,5000,5608,Outro,False,True,False,False
Rua Princesa Isabel,Outros,50,1,0,700,830,Outro,False,True,False,False
Rua Tunis,Outros,49,1,0,935,975,Outro,False,True,False,False
Rua Francisco Luiz da Silva,Outros,50,1,0,900,915,Outro,False,True,False,False
Rua Tapari,Vila Esperanca,23,1,0,1700,2110,Outro,True,False,False,False
Rua General Sosa Trigo,Outros,70,2,0,1100,1589,Outro,False,True,False,False
Rua Silvestre Vasconcelos Calmon,Outros,69,2,1,2600,3296,Outro,True,False,False,False
Rua Professora Maria de Lourdes Souza Nogueira,Outros,45,2,0,1420,1534,Outro,True,False,False,False
Avenida Corifeu de Azevedo Marques,Outros,20,1,0,1600,1662,Outro,False,False,False,True
Rua Alberto Moreira Batista Filho,Jardim Japao,20,1,0,900,996,Outro,True,False,False,False
Rua Doutor Jose de Queiros Aranha,Vila Mariana,80,2,1,2290,3198,Sul,True,False,False,False
Rua Heitor Penteado,Sumarezinho,60,1,0,3000,3796,Outro,True,False,False,False
Rua Leopoldo de Bulhoes,Indianopolis,55,2,1,4600,5804,Outro,True,False,False,False
Rua Oasis,Jardim Oriental,35,1,0,1250,1339,Outro,False,True,False,False
Avenida Senador Queiros,Centro,20,1,0,1270,1774,Outro,False,False,False,True
Rua Joao Avelino Pinho Mellao,Outros,51,2,1,2300,3236,Outro,True,False,False,False
Avenida Alvaro Ramos,Belenzinho,28,1,0,1244,1292,Leste,False,False,False,True
Rua Alexandre Levi,Cambuci,53,2,1,2200,2884,Centro,True,False,False,False
Rua Piratininga,Outros,40,1,1,1700,2195,Outro,True,False,False,False
Rua Almirante Brasil,Mooca,15,1,0,1390,1408,Leste,False,False,False,True
Rua Ibiapaba,Vila Sonia,63,2,2,2600,3773,Outro,True,False,False,False
Rua Eugenio de Freitas,Vila Guilherme,49,2,1,1980,2549,Norte,True,False,False,False
Rua Joaquim Antunes,Pinheiros,49,1,1,3600,4589,Oeste,True,False,False,False
Avenida Corifeu de Azevedo Marques,Outros,18,1,0,1600,1662,Outro,False,False,False,True
Rua Doutor Gentil Leite Martins,Outros,65,3,1,2263,3004,Outro,True,False,False,False
Avenida Doutor Bernardino Brito Fonseca de Carvalho,Outros,40,2,0,1800,1869,Outro,True,False,False,False
Avenida do Taboao,Taboao,45,2,1,1420,1997,Outro,True,False,False,False
Rua Ibimirim,Vila Nova Mazzei,40,2,0,1500,1720,Outro,True,False,False,False
Rua Nhu-guacu,Outros,69,2,1,5150,6749,Outro,True,False,False,False
Rua Doutor Angelo Vita,Outros,26,1,0,2560,3709,Outro,True,False,False,False
"Rua Dom Meinrado, 266, Jardim Monjolo",Outros,45,1,0,1150,1241,Outro,False,True,False,False
Rua Itaiteva,Jardim Ampliacao,49,2,1,2106,2792,Outro,True,False,False,False
Rua Brigadeiro Tobias,Centro,51,2,1,2430,3387,Outro,True,False,False,False
Rua Frutal,Outros,55,1,0,850,887,Outro,False,True,False,False
Rua Voluntarios da Patria,Santana,20,1,0,1700,2127,Norte,True,False,False,False
Rua Aurora,Santa Efigenia,49,1,0,880,1489,Outro,False,False,False,True
Rua Pedro de Godoi,Vila Prudente,97,3,2,3400,4290,Leste,True,False,False,False
Rua Francisco Luiz de Souza Junior,Agua Branca,45,2,0,2200,2684,Outro,True,False,False,False
Rua Sao Benedito,Outros,74,1,1,6000,7432,Outro,True,False,False,False
Rua Doutor Luis Barreto,Bela Vista,27,1,0,1100,1575,Centro,False,False,False,True
Rua Professor Arnaldo Joao Semeraro,Outros,42,2,1,1350,1902,Outro,True,False,False,False
Rua Marie Nader Calfat,Jardim Ampliacao,44,2,1,1670,2398,Outro,True,False,False,False
Rua Chile,Outros,220,4,5,6900,7193,Outro,False,True,False,False
Avenida Santa Ines,Outros,48,2,1,1100,1807,Outro,True,False,False,False
Rua Celso Vieira,Outros,50,1,0,1000,1042,Outro,False,True,False,False
Av. Francisco Matarazzo,Agua Branca,29,1,0,2560,2999,Outro,False,False,False,True
Avenida Itaquera,Outros,40,1,0,1081,1222,Outro,False,False,False,True
Rua Dona Adma Jafet,Bela Vista,50,1,0,1600,2225,Centro,True,False,False,False
"R. Dr. Almeida Lima - Bras, Sao Paulo - Sp, 03046-010, Brasil",Bras,29,1,0,3000,3396,Outro,True,False,False,False
Avenida Interlagos,Outros,68,3,1,2165,3032,Outro,True,False,False,False
Travessa Ferreira Guimaraes,Outros,39,1,0,950,990,Outro,False,True,False,False
Rua Maria Carolina,Outros,22,1,0,4500,4888,Outro,False,False,False,True
Praca Benedito Calixto,Pinheiros,70,2,1,4250,5387,Oeste,True,False,False,False
Avenida dos Ourives,Outros,40,2,1,1300,1850,Outro,True,False,False,False
Rua Mineradora de Diamantina,Outros,27,1,0,1690,1862,Outro,False,False,False,True
Rua Taquarituba,Jabaquara,40,2,1,1000,1042,Sul,False,True,False,False
R. Joao Baldinato,Vila Suzana,70,1,2,2700,4175,Outro,True,False,False,False
Rua Doutor Guilherme Bannitz,Itaim Bibi,70,3,1,4200,5163,Oeste,True,False,False,False
Rua Maues,Outros,66,2,1,2920,3220,Outro,False,True,False,False
Rua Ituri,Vila Formosa,45,2,1,1750,2060,Leste,True,False,False,False
Avenida Sapopemba,Outros,27,1,0,1400,1730,Outro,True,False,False,False
Rua Brigadeiro Tobias,Centro,56,1,0,800,1513,Outro,True,False,False,False
Rua Sao Bernardo,Cidade Mae do Ceu,35,2,1,2300,2330,Outro,True,False,False,False
Rua Fernao Dias,Pinheiros,26,1,0,3200,3948,Oeste,True,False,False,False
Rua Ourinhos,Vila Bertioga,39,2,0,1800,2059,Outro,True,False,False,False
Rua Bem Vinda Apparecida de Abreu Leme,Santana,72,2,0,1650,2098,Norte,True,False,False,False
Rua Irmaos Pila,Vila Mazzei,144,3,3,4500,4715,Outro,False,True,False,False
Rua Monguba,Vila Carrao,32,2,1,1990,2217,Outro,True,False,False,False
Rua Luiz Vieira de Souza,Taboao,46,2,1,1612,2369,Outro,True,False,False,False
Rua Amaral Gurgel,Vila Buarque,39,1,0,2000,2651,Outro,False,False,False,True
Rua Haddock Lobo,Cerqueira Cesar,50,2,0,3280,4396,Outro,True,False,False,False
Rua Afonso Pena,Bom Retiro,42,2,0,1800,2228,Centro,True,False,False,False
Rua Capote Valente,Pinheiros,52,1,2,3960,5820,Oeste,True,False,False,False
Rua Batataes,Jardim Paulista,60,2,2,6000,6232,Oeste,True,False,False,False
Alameda dos Jurupis,Indianopolis,31,1,0,3410,3954,Outro,True,False,False,False
R. Onofre Silveira,Outros,62,2,1,1000,1966,Outro,True,False,False,False
Rua Forte William,Outros,160,3,3,9000,12160,Outro,True,False,False,False
Rua Aurora,Republica,35,1,0,2500,3549,Outro,False,False,False,True
Rua Michael Faraday,Cidade Moncoes,34,1,0,1360,1552,Outro,False,False,False,True
Rua Ingleses,Outros,70,2,1,5650,6963,Outro,True,False,False,False
Rua Piratininga,Bras,68,3,1,3000,3964,Outro,True,False,False,False
Rua das Lobelias,Outros,50,2,1,2392,2984,Outro,True,False,False,False
Rua Russia,Taboao,70,2,1,1200,1607,Outro,True,False,False,False
Rua Romeu Zelanti,Outros,76,2,2,3500,4409,Outro,True,False,False,False
Rua Casper Libero,Outros,56,1,1,1600,2094,Outro,True,False,False,False
Rua Joao Burjakian,Lauzane Paulista,38,1,0,930,970,Outro,False,True,False,False
Rua Jose Antonio Coelho,Vila Mariana,70,2,1,2650,3803,Sul,True,False,False,False
Rua Durval Fontoura Castro,Vila Paulista,60,2,1,1716,2566,Outro,True,False,False,False
Rua Visconde da Luz,Vila Nova Conceicao,67,1,1,4500,7391,Outro,True,False,False,False
Avenida Nova Independencia,Brooklin,64,2,1,4140,4988,Outro,True,False,False,False
Rua Nelson Gama de Oliveira,Vila Andrade,55,2,1,2920,3836,Sul,True,False,False,False
Rua Engenheiro Americo da Graca Martins,Outros,42,2,0,1800,2094,Outro,True,False,False,False
Rua Maestro Cardim,Liberdade,49,1,1,2100,3225,Centro,True,False,False,False
Rua Engenheiro Americo da Graca Martins,Outros,39,2,0,1700,1999,Outro,True,False,False,False
Rua Dona Amelia Rufina,Outros,60,1,0,1400,1460,Outro,False,True,False,False
Rua David Ben Gurion,Outros,200,3,3,13000,15050,Outro,False,False,True,False
Rua Costa Barros,Vila Alpina,28,1,0,1460,1516,Outro,True,False,False,False
Rua Joaquim Guarani,Jardim das Acacias,20,1,0,3400,3892,Outro,False,False,False,True
Avenida Santo Amaro,Brooklin,33,1,1,3300,4227,Outro,False,False,False,True
Rua Engenheiro Bianor,Butanta,26,1,0,2720,3252,Outro,False,False,False,True
Rua da Esperanca,Vila Medeiros,43,1,1,1700,2187,Norte,True,False,False,False
Avenida Washington Luis,Santo Amaro,42,1,0,1450,1950,Sul,True,False,False,False
Rua Caramuru,Saude,28,1,0,2650,3252,Outro,False,False,False,True
Rua Aureliano Guimaraes,Vila Andrade,82,2,1,2128,3010,Sul,True,False,False,False
Rua Augusta,Consolacao,22,1,0,2600,3245,Outro,True,False,False,False
Rua dos Aliados,Outros,50,2,1,2100,2581,Outro,True,False,False,False
Rua Adolfino de Arruda Castanho,Outros,116,3,1,4000,4170,Outro,False,True,False,False
Rua Benjamin Pereira,Outros,25,1,0,1300,1520,Outro,True,False,False,False
Rua Girassol,Vila Madalena,65,1,1,5000,6799,Outro,True,False,False,False
Rua Gomes de Carvalho,Vila Olimpia,56,1,1,5630,7347,Outro,True,False,False,False
Rua Marques Olinda,Vila Dom Pedro I,81,3,2,2700,4268,Outro,True,False,False,False
Rua Alves Guimaraes,Pinheiros,31,1,1,3000,3983,Oeste,False,False,False,True
Avenida Angelica,Consolacao,200,3,0,5000,7805,Outro,True,False,False,False
Rua Joao Marchiori,Cidade Patriarca,45,2,0,1700,1909,Outro,True,False,False,False
Rua Atilio Vivacqua,Outros,54,2,1,2000,2672,Outro,True,False,False,False
Rua Manuel da Nobrega,Paraiso,90,3,2,4500,6742,Outro,True,False,False,False
Rua Alves Guimaraes,Pinheiros,56,2,1,5700,6965,Oeste,True,False,False,False
Rua Alexandre Benois,Vila Andrade,62,3,2,2862,3602,Sul,True,False,False,False
Praca Marechal,Santa Cecilia,55,2,0,2392,3134,Outro,True,False,False,False
Avenida Angelica,Consolacao,45,1,1,4000,4901,Outro,False,False,False,True
Avenida Doutor Bernardino Brito Fonseca de Carvalho,Outros,45,2,1,1680,2095,Outro,True,False,False,False
Rua Doutor Tomas Alves,Vila Mariana,20,1,0,3645,4196,Sul,False,False,False,True
Avenida Eliseu de Almeida,Outros,80,3,1,2500,3346,Outro,True,False,False,False
Rua Campo Santo,Outros,49,2,1,1460,1991,Outro,True,False,False,False
Rua Tubarana,Vila Mariana,18,1,0,2000,2026,Sul,False,False,False,True
Rua Taubate,Outros,54,2,1,2560,3172,Outro,True,False,False,False
Rua Girassol,Vila Madalena,71,2,1,6000,7076,Outro,True,False,False,False
Rua Dom Salomao Ferraz,Vila Andrade,73,3,2,2480,3390,Sul,True,False,False,False
Avenida Reboucas,Cerqueira Cesar,27,1,0,3800,4447,Outro,False,False,False,True
Avenida dos Ourives,Outros,40,2,0,1500,1870,Outro,True,False,False,False
Rua Bartira,Perdizes,90,3,1,3700,4871,Oeste,True,False,False,False
Rua Rego Freitas,Republica,28,1,0,2500,2946,Outro,False,False,False,True
Rua Domingos Fasolari,Casa Verde,109,3,2,7200,8620,Norte,True,False,False,False
Rua Maria Figueiredo,Paraiso,70,2,1,4900,6373,Outro,True,False,False,False
Rua Eugenio de Medeiros,Pinheiros,34,1,1,4750,5582,Oeste,False,False,False,True
Rua Cesar Vallejo,Outros,82,2,2,2500,4376,Outro,True,False,False,False
Rua Enotria,Vila Mazzei,30,1,0,1600,2092,Outro,True,False,False,False
Rua Oscar Freire,Pinheiros,18,1,0,3290,3947,Oeste,False,False,False,True
Rua Marechal Deodoro,Santo Amaro,41,1,1,3750,4760,Sul,True,False,False,False
